,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
22,89721170,くらげ,amigo_kurage,http://pbs.twimg.com/profile_images/1387353472429813764/ZOuVxbmD.jpg,1424158390306041856,"@yasuraiH ああ、きっと来月はとびっきりステキなことが起こるよ✨
わくわくわくわく…
だから今は、ゆっくり充電してくださーい🤗",2,2021-08-08 08:59:54
10,97152995,猫田猫三 timão,brat0528,http://pbs.twimg.com/profile_images/1122782678401474561/gqy6IIX1.jpg,1424158401685114886,ナイス 【ゴールデンカムイ 26 (ヤングジャンプコミックス)/野田 サトル】濃ゆい和風闇鍋ウェスタン。とうとう刺青人皮が出揃った。黄金の在処はいずこ、暗号を解読する最終章へーー。切り裂きジャッ… → https://t.co/yKWxleJQXl #bookmeter,0,2021-08-08 08:59:57
67,107087110,TOMO-Yeah!!@Switch始めました,TOMO_Yeah,http://pbs.twimg.com/profile_images/909633463015243776/3HTGfpK7.jpg,1424158337860464642,大迫アツい,0,2021-08-08 08:59:41
81,133120051,black black,asknowas_noir,http://pbs.twimg.com/profile_images/965508520916348928/xci0Q4Tm.jpg,1424158316771495936,@concert_1750 感染した場合の想定を親子でしています。子は自然気胸を二回（左右）やったことがあり、一度は我慢しすぎて緊急ドレーンの経験。感染して炎症起こして息苦しいのは穴が空いてる時と同じようなのか、全然違うのか、いろいろ調べましたがわからなかったです…。,0,2021-08-08 08:59:36
49,147022022,てっち＠「企画」第2弾頒布,tettixp,http://pbs.twimg.com/profile_images/1155953090865946624/R2S57dNj.jpg,1424158359960186885,"#田村智子さんを総理大臣に 
とかいう個人を強く推すタグがトレンドに入ってたから、一体どんな人なのかと思って調べてみたら…

「日本共産党所属の参議院議員」

は　い　解　散",4,2021-08-08 08:59:47
24,162212529,ちょろはむ太郎💉,q_cholo,http://pbs.twimg.com/profile_images/1405285901610094593/fM9Na6BJ.jpg,1424158384580796416,@mutumegane すでに大迫見て泣いてます…キツいでしょうね…がんばれ…がんばれ…！,1,2021-08-08 08:59:53
97,166554177,ばーちー犬民,inuunited_COYS,http://pbs.twimg.com/profile_images/959585400229515269/1wyqlNTl.jpg,1424158300619251713,"大迫半端ないって　追い上げかた半端ないって　あと16秒差　この暑さ　キツいけど
#marathon 
#Tokyo2020",0,2021-08-08 08:59:33
72,212437516,柚月～コロナに負けるな！,yuzukiriri,http://pbs.twimg.com/profile_images/1383951160931848194/pNssUlXd.jpg,1424158330855952388,キツいけどがんばれ～！！！  #大迫傑  #マラソン  #陸上競技,0,2021-08-08 08:59:40
47,334571518,ふーへー(風並将吾)@仲良し会,ransu521,http://pbs.twimg.com/profile_images/1398112472301654020/TRK_m0fM.jpg,1424158361163943938,"@stripe_itou ちゃんと寝られてるじゃねえか！！！
多分いつもいびきなんてかいてないはずだから、そこは問題ないかなーって思うよ。
いつも携帯どこかにいってるみたいだし()

あーい",0,2021-08-08 08:59:47
58,431387443,らいすはん🌸,Rice9992000,http://pbs.twimg.com/profile_images/1389915607143878660/3a1VV1xr.jpg,1424158350095224834,"ABCおやすみのよていです。
じゃねぇんだよ!
くたばれ!",0,2021-08-08 08:59:44
33,538020294,KENTOS,kentos610,http://pbs.twimg.com/profile_images/751595174145380352/_PDGdjOP.jpg,1424158375969923081,"大迫さん、2位集団が見えてる！
キツいけど頑張って欲しい!
#Tokyo2020",0,2021-08-08 08:59:51
