,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
16,26684927,Miho_S #C_4_R,Miho_S_0919,http://pbs.twimg.com/profile_images/1396972133016735744/0Dgmg1JW.jpg,1423071249207488514,"CanareやHosaのスピコンケーブルをみて(アレは貴族の持ち物。我々庶民は切り売りのスピーカーケーブルをバインディングにねじ込むのがお似合いですよ)と思ってたんですが、Classic proのスピコンの値段見てちょっと真顔になった後
(それってだいじょうぶなんですか？)ってなってる。",2,2021-08-05 08:59:59
51,50289135,レジー,regista13,http://pbs.twimg.com/profile_images/378800000094677093/9b09144f27a379b85f90e59f53f02981.jpeg,1423071248028889097,筒井さんのMK5は可愛かったが、こういうので喜んでるから舐められるんじゃないかという気もしていて素直に楽しめない。,7,2021-08-05 08:59:59
10,77832947,Ko2ji,k_ko2ji,http://pbs.twimg.com/profile_images/990275193049247744/t5POOGI4.jpg,1423071249484238849,スマホに医師並みの「目」　Google、AI診断を年内開始: 日本経済新聞 https://t.co/rtcxqL1yr9,0,2021-08-05 08:59:59
40,96330981,黒羽＠Vtuber/VCreator,kuroha_wada2umi,http://pbs.twimg.com/profile_images/1385411626845675526/0ZXRnTXf.jpg,1423071248330883075,"#おはようVtuber 

Good morning virtuality.

この世の全ての抜けのいい楽器のVSTiが手元に集まらないかと、宝くじぐらいの感覚で思い続けてます。あと、物理モデリングタイプの楽器がもっと増えないか、とも思ってます。

音楽は無限大",11,2021-08-05 08:59:59
52,97336967,hitomi :-),hitomismiles,http://pbs.twimg.com/profile_images/1189056061723951105/01vCpvai.jpg,1423071248024698886,エアコン屋さんになんとかギフトあげよう😇 #ij954,0,2021-08-05 08:59:59
54,100261472,おめぐ,rahomens,http://pbs.twimg.com/profile_images/1134252799493959680/puKiWTJW.jpg,1423071247919771649,"たまには母ちゃんしてる写真を…📸💁‍♀️

年少さん時代はお弁当の半分をご飯にしていたんだけど、今はおかずが少ないと言う事でほぼおかずのお弁当に😇😇😇😇

おにぎり🍙は別で持たせてたけど今日は隙間が出来ちゃったから押し込んだった🙌

今日もめっちゃ暑いし幼稚園で水遊びあって有難いわぁ…🩳✨ https://t.co/ypIieY5wru",14,2021-08-05 08:59:59
80,120960628,不完全ねんしょー,pepehaaan,http://pbs.twimg.com/profile_images/1280300153706909696/yivZr5Mk.jpg,1423071246825127939,"まー動こうにも動けんわな
気に入らない前の市長のお仕事引き継ぎで
精一杯で無難なことしかでけへんやろしw",0,2021-08-05 08:59:59
59,128174500,サーティワン アイスクリーム,BR31_Icecream,http://pbs.twimg.com/profile_images/1417054992393850880/3fpXY389.png,1423071247601213454,"@meimaru_75 
フォロー＆リツイートありがとう！

そんなあなたには…
ワンパチデザインの招待状が届いたよ！

ぜひ、ポケ夏キャンペーンをお楽しみください！
キャンペーンについての詳細はこちら▼
https://t.co/wajKCxLMxJ

#31ポケ夏 https://t.co/RxV37XyZ86",0,2021-08-05 08:59:59
67,156663365,꧁꧂ ঔৣৡۣۜ͜͡ৡ🇯🇵なおん。⛅ঔৣৡۣ͜͡ৡ꧁꧂,x_x_naon_x_x,http://pbs.twimg.com/profile_images/2205073266/e8rjzvjmw9lv1ysi0ibj.jpeg,1423071247311675398,"@1ovepower お誕生日おめでとう~(*´▽｀*)
しまりすさんにとって
幸せな事楽しい事が沢山訪れる歳になるといいね！
おめでとうございます~",1,2021-08-05 08:59:59
19,214116618,ViVi 求人アカウント,ViVikokura,http://pbs.twimg.com/profile_images/699452834392084480/Wsr19C4j.png,1423071249173946369,"北九州で安全に高収入を上げるなら間違いなく当店です。
まずはお問合せからお気軽に！
DMでもLINEでもお待ちしております(*'▽')
LINE ID：【https://t.co/QvRCusZT1v】",0,2021-08-05 08:59:59
22,308451720,めてりん@閃光ノ破者,Twit_Mete,http://pbs.twimg.com/profile_images/1422784253/d.png,1423071249064816642,"これは艦これに復帰するしかない！
暫くは放置時由良さんでお・も・て・な・し！パラオで待ってますねっ！ねっ！ https://t.co/DPOivJFjn8",2,2021-08-05 08:59:59
