,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
24,131107374,ぽち,manekinekopochi,http://pbs.twimg.com/profile_images/1216560310481350657/GqLNTHA5.jpg,1424520731438710785,"@Haslos_47 あとね、
飲食店に、そーゆー事を思わせてる
日本？政府？知事？医師会？
どこの誰か知らんけど、恥ずかしないかい😢
ルール守ったら生活出来へん国ってなんやいさ？",1,2021-08-09 08:59:43
96,158719032,🍫🐋ニコだぉん🐋🍫,nikodaon,http://pbs.twimg.com/profile_images/1320293757904801792/VKEdqyVn.jpg,1424520487795757056,"@hmk555 いいねと思ったからしたんや😡
そーゆー機能や！！笑🤣🤣🤣🤣",0,2021-08-09 08:58:45
22,167333170,Jun@Roy'sBar,zerda777,http://pbs.twimg.com/profile_images/1357997917563330561/JE0U8c-E.jpg,1424520734014009349,"@1226mky 大体休日扱いにしてる感😓

まぁショッピングモールは周りにたくさんあるから、フードコートって手があるからなんとかなりそ😅",0,2021-08-09 08:59:43
52,218478057,ささまる＠ドリーさんと一緒,sasamaru_p,http://pbs.twimg.com/profile_images/754939583851180032/OfT7Kq2V.jpg,1424520667462918152,で、2日前に蚊に刺された痕がくっそ腫れてるんですよ今になって…,0,2021-08-09 08:59:28
26,223495052,次浦コピペbot,TUGIURA_copy,http://pbs.twimg.com/profile_images/630355633749954560/Dz0siib0.png,1424520729429610496,"次屋：あのときは本気で死を覚悟したよ
浦風：わ、悪かったよ…
次屋：その間ずっと藤内のこと考えてたんだ
浦風：そ、そう…
次屋：ところで藤内、吊り橋効果って知ってる？
浦風：何の話？
次屋：藤内は今好きな人とかいる？
浦風：だから何の話？",0,2021-08-09 08:59:42
49,346974836,XEROすけ,until_evilly,http://pbs.twimg.com/profile_images/1127508629882413057/L7tjGPyQ.jpg,1424520674987560961,くっそ晴れてる！,0,2021-08-09 08:59:29
62,484004769,るな,MelanchoLuna,http://pbs.twimg.com/profile_images/1409891013649260548/lYHKgG6p.jpg,1424520605529821189,"思った
昨日のそーまくんの涙袋、女子が理想とする涙袋でやばかったわ",1,2021-08-09 08:59:13
30,493912079,yukio (ゆっきー),yukio_8040,http://pbs.twimg.com/profile_images/1387520576135172099/QqFSwkCn.jpg,1424520717819727874,"@chiaki_mama_ ママおはようございます☀😊
美味しそ〜〜🤤",2,2021-08-09 08:59:40
2,498747421,ちびヘルルbot,onoda_takuya,http://pbs.twimg.com/profile_images/3373823937/ed7dc738544abd7446e488d105121438.jpeg,1424520796685275142,ヘ「そーいえば、カミミっていつも何の曲を聴いてるの？」,0,2021-08-09 08:59:58
57,501706443,トオコ＠ゆっくり復帰中,tohko_ore,http://pbs.twimg.com/profile_images/1403985422745628677/zxe1I79G.jpg,1424520650031464453,@macchachamomo そ、それだ～～～～～～（地獄,0,2021-08-09 08:59:23
1,563042070,BLR〆yochi٭͜,shiika0923,http://pbs.twimg.com/profile_images/1404220281862770689/dunEL8ia.jpg,1424520797540864006,"@PUBG11BLR そなのよ⁽⁽(ཀ д ཀ)⁾⁾้
　
明日は休みなんだけどね💦",0,2021-08-09 08:59:59
5,570695063,ちーぼーやん,c_melonpan,http://pbs.twimg.com/profile_images/2234886597/image.png,1424520787998875658,"@vfifcRgyu3e5JrS そーなんじゃね(*´꒳`*)
3種楽しんでみる〜💕",1,2021-08-09 08:59:56
