,user_id,user_name,user_screen_name,user_profile_image_url,tweet_id,tweet_full_text,tweet_favorite_count,tweet_created_at
64,37857585,すぎまる,sugimarco,http://pbs.twimg.com/profile_images/1184922524/P1010310_2.jpg,1426695055037800448,@asuka_s_unyan あああ、、、(&gt;_&lt;)。,0,2021-08-15 08:59:42
41,43122521,うるおいさん,uruoisan,http://pbs.twimg.com/profile_images/566762844448751616/Y_JEHgqW.png,1426695084976709635,くるるん役の田中あいみさんにもっとセリフを…今回のパンサー向井さん並みのセリフを… #precure,2,2021-08-15 08:59:49
20,84353792,興之介,kounosuke_2,http://pbs.twimg.com/profile_images/1308767576806232065/yICuYz8n.png,1426695106963251204,@akizuki_noa おはのあ,0,2021-08-15 08:59:54
90,88176400,KOB,alittlebrave,http://pbs.twimg.com/profile_images/670778570/myhand.jpg,1426695033009283080,"世界一高いポテサラ！
食べれば一言「なんじゃこりゃあ！」 場所: 大人の洋食屋さん  ぶると味  -ブルトミ- https://t.co/cOsa3AbnDH",0,2021-08-15 08:59:37
79,96340523,エコバッグ💀,ecoba17s,http://pbs.twimg.com/profile_images/1220973900948836352/Dte1mmJj.jpg,1426695043557953545,あさげクソうまい。もう一杯飲んじゃおｗ,0,2021-08-15 08:59:39
26,100959538,水瀬海斗/葵@がんばらない,projectark_kai,http://pbs.twimg.com/profile_images/883495483099889664/xfdq80eg.jpg,1426695096448077826,あさせんでん！ https://t.co/gpB5uKh0GY,0,2021-08-15 08:59:52
67,102908741,はらちゃん,motto_tabetai,http://pbs.twimg.com/profile_images/1355859906667003909/wV8fAa8c.jpg,1426695053359992833,@Khino_E_rkrn そうかあ……私接種翌日仕事になっちゃったんだよなあ……,0,2021-08-15 08:59:42
9,112296740,Ko-KeTsu-BUN,bunbunkouketsu,http://pbs.twimg.com/profile_images/1417566547489411073/BcbMR3Yh.jpg,1426695114907291649,"17歳♀のおっぱいを
モミモミしてました。

あ、安心して下さい。

猫のおっぱいですから。",1,2021-08-15 08:59:56
1,119748422,こめぶつ🍙,onijiri,http://pbs.twimg.com/profile_images/1338259154440310785/Pyodt3Zz.jpg,1426695128039653383,あ　め,0,2021-08-15 08:59:59
8,151064927,やま💜💙,yamas1120,http://pbs.twimg.com/profile_images/956201303/yama.jpg,1426695116387864577,@akarin_stafio あちゃんおはよう♪,1,2021-08-15 08:59:57
10,193533237,まてぃく,mathiku,http://pbs.twimg.com/profile_images/1215106338/wallpaper_final_fantasy_x_02_1280__A_.jpg,1426695113007239172,"涼しいとマジでよく寝られる…。
雨音というBGMはその良きお供。
あ〜睡眠って素敵。",0,2021-08-15 08:59:56
43,213447251,清川真舟@лук,m2kiyokawa,http://pbs.twimg.com/profile_images/591471226784088064/ft_Ghnkh.jpg,1426695084376870914,ああっ、ニチアサが終わってしまった。つまり、わたしの夏休みが終わってしまう……！！　まだ何もしていないのに！！　やめて、いかないで、お願い！！！,0,2021-08-15 08:59:49
6,238179726,ひろぽん💛,sh090303,http://pbs.twimg.com/profile_images/1353853793788551168/YsyCFOk_.jpg,1426695117398626305,"@GsMsdCi51dgB13a あ、一緒〜(*ฅ•ᗜ•*)ꕤ*ﾟ
いいじゃん、『かなり』能天気😂",1,2021-08-15 08:59:57
34,259233793,ヘルニアみっつん,mittsun0atlimit,http://pbs.twimg.com/profile_images/1418553614188961798/tbcM37sg.jpg,1426695091201089538,"あ、プリキュア終わっちゃった？
向井慧出演回だから見たいなーと思ってたんだが…",0,2021-08-15 08:59:51
57,298941648,平凡は非凡モナちゃん💕３２連勤終了😭＠みっくみくダンス師範,torat2011,http://pbs.twimg.com/profile_images/1400102320642293760/HJLvepFO.jpg,1426695062939832326,@Hiroshih01 ★あ(^-^) り(-^ ) が(　 ) と( ^-) う＼(^0^)/★,1,2021-08-15 08:59:44
